,Unnamed: 0,BM%,Date,S_P,Avg_Mag,RMSE_Put_IV,RMSE_Put_K,rho,p,Maturity,Call_GSVJD,Call_Market,B_,N_,Bi^2,sigma2_est,sigma_est,Threshold_10,Threshold_5,Threshold_1,BM_%,BB_10,BUB_10,BM_%_10,BB_5,BUB_5,BM_%_5,BB_1,BUB_1,BM_%_1
59,59,-0.1130160352813376,2022-10-25,120.60000000000004,-0.1362973385492932,0.0323455168058273,0.0008395106372834,-0.9999810778655304,0.0446326201303111,23.99999999999997,10.726415621454748,10.544444444444446,0.012772624230712546,31.0,6.335252112873848,0.20436297138302734,0.4520652291241026,0.7435811317434284,0.8860315677460886,1.1644428642934113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,60,-0.5473890561527952,2022-10-26,115.65999999999995,-0.6331101823463228,0.0102677633743942,0.0029756983368829,-0.9998676379931796,1.4764093937102607,85.99999999999999,11.992632585782948,11.330909090909092,0.299634778795848,32.0,6.634886891669695,0.20734021536467798,0.455346258757748,0.7489779452364653,0.8924622676602422,1.1728942365695674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,61,-0.1339820464062796,2022-10-27,110.96,-0.1486664786924078,0.0253605435627595,0.0015239463456654,-0.9999843296195692,1.405828747707028,22.0,10.050229668492523,9.887533333333332,0.017951188759214455,32.0,6.652333668298707,0.20788542713433458,0.45594454392429634,0.7499620367626136,0.8936348850391616,1.1744353170334412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,62,0.156724539425669,2022-10-28,103.40999999999998,0.1620688462200843,0.0122224250071789,0.0018762238970138,-0.9999773230949957,1.4134686161010297,84.00000000000001,9.527090652115854,9.68913793103448,0.0,31.0,6.650241535860609,0.21452392051163255,0.4631672705531259,0.761842364854523,0.9077911691018459,1.1930398279355034,0.156724539425669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,63,-0.4369203080947407,2022-10-31,102.44000000000004,-0.4475811636122525,0.0060691233873935,0.0019518851631607,-0.9998462796133456,1.3236939031705326,45.99999999999997,8.40827261633408,7.946712328767125,0.19089935562560312,32.0,6.841140891486212,0.21378565285894413,0.4623696063312814,0.7605303239661325,0.9062277759552745,1.1909851810584837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,-0.2192006299276696,2022-11-01,96.79,-0.2121642897069914,0.0166881042477114,0.002225326013788,-0.9999644323347504,0.4059190540224408,16.99999999999999,6.582303857024706,6.360714285714285,0.048048916160687155,33.0,6.889189807646899,0.20876332750445148,0.456906256801602,0.7515439136769358,0.8955198076421491,1.1769125252444055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,-0.3071406872058237,2022-11-02,92.12,-0.2829380010540048,0.0068416796302908,0.0027762514078948,-0.9588998934623864,1.2067636780415507,78.99999999999999,7.409095542407661,7.125185185185186,0.09433540173726564,33.0,6.981200760856507,0.21155153820777295,0.4599473211225096,0.7565460193549733,0.9014801841857977,1.1847457878361762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,66,-0.7355446320213705,2022-11-03,89.29999999999998,-0.6568413563950838,0.0102060651861152,0.0050423938122444,-0.6562720090820893,1.0145108010665636,77.99999999999999,8.6136270706808,7.956785714285713,0.5410259056954534,34.0,7.522226666551961,0.22124196078094002,0.4703636473845954,0.7736793513866751,0.9218958085107046,1.211576466257383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,67,0.0058295201787675,2022-11-04,90.97999999999998,0.0053036974586427,0.0214884652685556,0.0004650300277158,-0.5824618491829847,0.2715457541890439,13.999999999999986,4.234533106343654,4.253676470588235,0.0,34.0,7.522226666551961,0.22124196078094002,0.4703636473845954,0.7736793513866751,0.9218958085107046,1.211576466257383,0.0058295201787675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,68,-0.1531359136647455,2022-11-07,90.52999999999996,-0.1386339426406941,0.0237181798854311,0.0007431154434819,-0.4154849750515171,0.4348284226870532,10.999999999999975,4.293316242368711,4.15016393442623,0.023450608053936384,34.0,7.545437858286973,0.2219246428907933,0.4710887845096647,0.7748720958168824,0.9233170511596933,1.2134442957132276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,69,-0.2104924564878478,2022-11-08,89.97999999999998,-0.1894011123477654,0.0114876456400402,0.0046584549767304,-0.3338683789865863,1.0409322861935812,72.99999999999999,8.67747553653298,8.494671052631578,0.0443070742382885,35.0,7.589744932525262,0.2168498552150075,0.465671402616703,0.7659612955616631,0.9126991777589889,1.1994900446848216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,70,0.5080513799702635,2022-11-09,86.14000000000003,0.4376354587063851,0.0087273657570988,0.0049195224366964,-0.3971242084006855,1.0910237899207795,72.0,8.294959478002477,8.732594936708859,0.0,34.0,7.475443825443214,0.21986599486597688,0.4688987042698848,0.7712697343911658,0.9190245727664719,1.2078030228544792,0.5080513799702635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,71,-0.0599891200768915,2022-11-10,96.63,-0.0579674867303003,0.0347829168501157,0.0009226736378541,-0.0790606453953307,0.3023146523404271,7.999999999999968,5.181676728702241,5.165900000000001,0.003598694527599707,35.0,7.479042519970813,0.21368692914202322,0.4622628355622191,0.760354701679388,0.9060185090933107,1.1907101577827706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,72,-0.1255111768804899,2022-11-14,98.48999999999998,-0.1236159581095945,0.0059895983372884,0.0011501380019756,-0.3868591696107026,0.5154155922788624,32.0,6.602001636378372,6.464468085106383,0.015753055521925623,36.0,7.494795575492739,0.2081887659859094,0.4562770715101838,0.7505089959683221,0.8942866271313671,1.1752918513334085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,73,-0.0252016401094755,2022-11-15,98.94,-0.024934502724315,0.0134699013109061,0.0005937484027653,-0.2115344520680492,0.4658374217427026,10.0,7.122906128467152,7.117682926829267,0.0006351226642075243,37.0,7.495430698156946,0.20257920805829585,0.4500880003491493,0.7403288798216338,0.882156270557984,1.1593498604750665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,74,-0.3551896150514393,2022-11-16,97.12,-0.3449601541379579,0.0082890028889991,0.0030139982839338,-0.5802398199884266,0.9139669962996044,65.00000000000001,7.523957749189401,7.165545454545454,0.12615966264038964,38.0,7.621590360797336,0.20056816738940358,0.44784837544575684,0.7366450246762778,0.8777666864084557,1.1535809690199503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,75,-0.0385006221631586,2022-11-17,94.85,-0.0365178401217559,0.0152662090499835,0.0009780585876863,-0.1062729499360796,4.349451235341473e-05,7.999999999999968,4.245566871973892,4.195348837209302,0.0014822979069502994,38.0,7.622557639371416,0.20059362208872147,0.4478767934250685,0.7366917680926192,0.8778223846244199,1.153654168883809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,76,0.0429853966622339,2022-11-18,94.14000000000004,0.040466452417827,0.0161203495520271,0.0007849977357861,-0.453452103573553,0.4086412829771555,27.99999999999997,7.949204382698011,8.005483870967742,0.0,37.0,7.622556429152457,0.20601503862574208,0.45388879543974436,0.7465806314116984,0.8896056920481669,1.169140059846206,0.0429853966622339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,77,-0.0036542900685326,2022-11-21,92.46,-0.0033787565973652,0.0098592032860367,0.001158015711414,-0.233252000544676,0.4333961040840181,10.99999999999998,4.066824305780372,4.070405405405404,1.3353835904975994e-05,37.0,7.619918824758428,0.20594375202049806,0.4538102599330452,0.7464514519986597,0.8894517652835289,1.1689377657866813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,78,0.0690597347739489,2022-11-22,93.2,0.0643636728093204,0.0120159496959903,0.0031749355054771,-0.9341598831731356,1.026583138060882,58.99999999999996,7.626375080772138,7.688142857142856,0.0,37.0,7.619918824758428,0.20594375202049806,0.4538102599330452,0.7464514519986597,0.8894517652835289,1.1689377657866813,0.0690597347739489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,79,0.151550737187994,2022-11-23,94.13,0.1426547089150587,0.0078162746476394,0.00180270822382,-0.5778530151068911,1.0029987263763132,58.00000000000001,7.794320119448802,7.93678082191781,0.0,36.0,7.5908283331700135,0.21085634258805594,0.4591909652726804,0.7553019246921159,0.8999977539606362,1.1827975442742755,0.151550737187994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,80,0.2452725289742018,2022-11-25,93.40999999999998,0.2291090693148019,0.0182089814606037,0.0006210258684566,-0.999982916245876,1.1357860670388928,20.99999999999998,3.579194502113769,3.808303571428571,0.0,36.0,7.5908283331700135,0.21085634258805594,0.4591909652726804,0.7553019246921159,0.8999977539606362,1.1827975442742755,0.2452725289742018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
