,Unnamed: 0,BM%,Date,S_P,Avg_Mag,RMSE_Put_IV,RMSE_Put_K,rho,p,Maturity,Call_GSVJD,Call_Market,B_,N_,Bi^2,sigma2_est,sigma_est,Threshold_10,Threshold_5,Threshold_1,BM_%,BB_10,BUB_10,BM_%_10,BB_5,BUB_5,BM_%_5,BB_1,BUB_1,BM_%_1
59,59,-0.5867827970789486,2022-10-25,132.61000000000004,-0.7781326672063941,0.0056635863708866,0.0018021729426673,-0.999983652969689,4.4290025853599424e-05,23.999999999999982,15.293658982995868,14.515526315789472,0.3443140509477946,29.0,11.888255750286119,0.40993985345814205,0.6402654554621403,1.0531429566286377,1.254897233250929,1.6492145222294643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,60,0.5976521221141525,2022-10-26,128.96,0.7707321766784112,0.015109170225291,0.002510288720355,-0.696407280977864,0.9123236554537912,86.0,14.307184489988254,15.077916666666669,0.0,28.0,11.848064768037569,0.423145170287056,0.6504960955202237,1.0699708620342112,1.2749489193035652,1.6755669046851367,0.5976521221141525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,61,0.1437412527166874,2022-10-27,131.76,0.1893934745795073,0.0177525725838184,0.0027807156387135,-0.6758765258691212,0.8888247684720427,85.0,10.601010959522918,10.79061224489796,0.0,27.0,11.840363069524965,0.4385319655379617,0.6622174609129252,1.0892507924132198,1.2979223733228944,1.7057591411412614,0.1437412527166874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,62,-0.3072681619117638,2022-10-28,138.34000000000003,-0.4250747751887342,0.0216778957557559,0.0025382429534238,-0.656190315715551,0.9285095313273082,83.99999999999996,17.110073799861432,16.732314814814817,0.09441372332463391,28.0,11.934776792849599,0.4262420283160571,0.6528721378003943,1.07387910379654,1.2796058765984442,1.6816871840168715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,63,-1.042689152931498,2022-10-31,134.97,-1.407317549711643,0.0103440727399276,0.0014741945242215,-0.999975017331076,7.877801552602648e-05,10.999999999999975,13.515044822438917,12.107727272727272,1.087200669641005,28.0,12.822727367830385,0.45795454885108516,0.676723391683105,1.113110925252857,1.3263534751946782,1.7431239426943421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,64,0.0621409235114603,2022-11-01,135.42999999999998,0.0841574527115707,0.0259650400381746,0.0014922167962693,-0.9999811822714008,4.986462189227048e-05,16.99999999999999,9.860040500141167,10.00578947368421,0.0,28.0,12.822727367830385,0.45795454885108516,0.676723391683105,1.113110925252857,1.3263534751946782,1.7431239426943421,0.0621409235114603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,65,-1.551917485940388,2022-11-02,132.18999999999997,-2.0514797246645986,0.0196175659360642,0.0046175012338269,-0.7073585252107053,0.5078926788831403,78.99999999999997,14.302479724664598,12.251,2.408447883167534,29.0,15.23117525099792,0.5252129396895835,0.7247157647585594,1.1920513541720263,1.4204167979551785,1.8667441036089487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,66,-0.0609128856260842,2022-11-03,134.21,-0.0817511837987677,0.0370282322167939,0.0011711700798849,-0.9999846772016636,4.367984867703623e-05,7.999999999999968,5.341150889580416,5.23125,0.003710379635296415,29.0,15.234762325853776,0.5253366319259922,0.7248010981821097,1.1921917151632533,1.4205840483920147,1.8669639079419018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,67,-0.0727581972368248,2022-11-04,141.56,-0.1029965040084493,0.0266440754835749,0.0009044324734275,-0.9999847930592882,4.356728178112057e-05,13.999999999999982,15.014447226990011,14.774210526315793,0.005293755265152701,30.0,15.240056081118928,0.508001869370631,0.712742498642133,1.1723570839739672,1.3969496275896691,1.8359030138870687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,68,-0.12833783520842,2022-11-07,143.01000000000005,-0.1835359381315615,0.0072216657426716,0.0013960155665274,-0.9999770158852276,4.9273070933608665e-05,38.99999999999998,19.888094682443903,19.70636363636364,0.016470599945983565,31.0,15.256526681064912,0.49214602196983587,0.7015311981443418,1.1539161356873326,1.3749758823941425,1.8070246175339657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,69,0.0303676245293234,2022-11-08,146.02000000000007,0.0443428053377181,0.0139498318193306,0.0025873832289715,-0.5630910727937788,0.5476331777079068,72.99999999999996,16.97182611807974,17.01590909090909,0.0,30.0,15.256518354108605,0.5085506118036202,0.7131273461336483,1.1729901017662092,1.3977039148125796,1.8368943153331108,0.0303676245293234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,70,0.3053092940500357,2022-11-09,137.76000000000002,0.4205940834833293,0.0057290345523041,0.0007417288474153,-0.9950884441585032,0.5665394295920175,36.99999999999999,14.66493223230614,15.085526315789474,0.0,29.0,15.254571720143012,0.52601971448769,0.7252721658023904,1.1929665524470114,1.4215073239620477,1.8681772977221738,0.3053092940500357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,71,0.0151702430240724,2022-11-10,157.5,0.023893132762914,0.0209674949681881,0.0013142420171056,-0.9999817835851448,0.2713994430509812,7.99999999999997,9.66579768525338,9.677368421052632,0.0,29.0,15.254571720143012,0.52601971448769,0.7252721658023904,1.1929665524470114,1.4215073239620477,1.8681772977221738,0.0151702430240724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
